,video,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399,400,401,402,403,404,405,406,407
0,NAH,587.9749920000002,601.630844,621.355084,639.798314,662.76241,697.6339740000001,737.7160619999999,794.1698060000001,869.0741600000001,939.665042,989.0956399999999,1021.13159,1043.9970799999999,1053.95788,1061.10988,1067.5816399999999,1067.88016,637.636072,664.540526,698.999778,732.08582,762.529978,891.317548,919.823814,951.694958,986.7632879999999,1016.4905079999999,836.5152540000001,842.29098,847.225346,850.774568,810.345028,828.2036,851.2959159999998,873.20839,889.025132,688.092614,708.088842,738.2481419999999,767.004438,742.9504720000001,711.861636,898.13766,924.7211440000001,955.22434,977.697488,956.2481959999999,925.1081459999999,767.8068000000001,800.322336,836.7677960000001,855.7475400000001,873.6145280000001,910.1654000000001,938.4110699999999,909.1102020000001,884.275482,858.033712,831.427436,803.965244,775.9166600000001,831.53353,856.309994,880.394138,932.643238,878.337118,854.8446379999999,830.891832,183.414082,248.00632800000002,306.422414,358.136258,415.14105400000005,465.22663600000004,501.822818,529.2233659999999,541.177774,513.756174,476.623234,433.436226,377.63691400000005,317.100932,262.79478,202.934514,137.215032,147.71663600000002,127.40816199999999,121.44192079999998,122.88606399999999,128.36637000000002,115.45091299999999,102.74457200000002,94.50798900000001,93.6404068,110.38949280000001,202.91325,251.87447400000002,295.792292,329.56143,350.62995599999994,353.75586599999997,355.653304,349.15118,342.47756,198.64516400000002,187.758156,186.299112,197.92755200000002,209.18048199999998,210.73740800000002,185.25159,167.76254799999998,163.18278800000002,171.36809399999999,186.889688,191.18613,413.38565,407.458266,396.395542,398.01041,393.388058,396.780582,396.90205,416.979634,431.14975599999997,436.13386,436.16960600000004,426.89899399999996,411.099304,414.5051179999999,412.761664,410.50118999999995,396.31061,404.683146,408.38298,409.138596,27.694847200000005,18.7505943,7.99337786,4.9244309600000005,20.213872900000002,62.20697479999999,120.935934,177.69,199.269104,175.760178,117.85377799999999,58.781729,16.4547992,1.2607580960000002,2.9623690199999997,12.9867004,22.4806152,248.934404,290.161686,316.69345200000004,331.35368600000004,335.82252,333.72418600000003,328.907524,313.530754,286.31029,244.74812199999997,323.456682,343.19848799999994,363.571534,360.76332999999994,287.463684,299.000172,303.328456,298.269188,286.30699400000003,260.09918200000004,289.56836,289.502186,277.543054,283.083538,276.34818,274.655614,285.983284,283.431428,256.329594,273.016284,280.265904,237.007492,275.26632800000004,296.367026,297.31544199999996,295.748902,273.88923400000004,235.78945600000003,268.609482,282.316982,285.69586999999996,283.032592,269.71626,240.54597200000003,276.47567,281.903924,275.893732,238.547352,284.0506859999999,287.46941000000004,284.40283200000005,6.885273200137813,6.3162974771573115,5.6841030935710455,5.054495096231091,4.319016965500379,3.5852274236349237,2.9277597423723245,2.7978963299136153,3.3985086796122768,3.6452707980691708,3.602043345969092,3.0920465175026117,2.754026904298505,2.825899680738896,3.0626265788698785,3.3684472200703874,3.6645338255227147,4.318763268522135,3.6710472677621557,3.135575343559137,2.8427765268483713,2.723474517511781,3.851551475914103,4.176215690883784,4.452229876349137,4.7456960168742075,4.880306485914143,3.20007011131695,3.696743393528949,4.1615138083903895,4.305226658299886,3.089784841819233,3.3777516729327477,3.635289694588876,3.769649480341637,3.7440258989616835,3.4646465699554296,3.113681614734575,2.7679030833278726,2.546263175984769,2.717727366299986,3.059493567168263,3.4848144224678568,4.010477165757712,4.507639572370425,4.650313599895817,4.501707423840846,4.03809854852307,2.758212477493323,3.1592287353378152,3.6072864533696203,3.7710784504330057,3.879912577646051,3.9874327460159384,3.7559419935669873,4.045935702486623,4.025138238283991,3.8078398779066265,3.529976743116617,3.1561064748110286,2.788176844864774,3.389582121017276,3.6355866862425055,3.737189218331856,3.7075767400521853,3.8554504847677635,3.6799055022888774,3.424306027850906,4.449328541689857,4.813826409829923,5.031212637953608,5.2660102654225645,6.078691903479228,8.076858100084719,11.029525447148485,13.86337117888083,15.0872427419931,13.180101458115724,9.809890689445217,6.42507376125629,3.9987026842444804,2.9470810349387966,2.6029803872945325,2.4200593506490646,2.200104805043619,12.51748240802854,13.686709779192952,14.657286753373777,15.187201392373257,15.300679751089495,14.771478089262976,14.35562412257635,13.585211864144924,12.405924961632847,11.104150495260024,16.962470998679407,18.85975365277458,20.352816433185254,20.61722560775236,17.98934401478454,18.360788576955617,18.371427654005128,18.15897838898212,17.641731659010127,13.969327318977951,14.903513557255678,14.920605734018178,14.770659477414544,15.24452596774908,14.924032130511375,14.166815325627704,14.107785599372283,13.6504486795598,12.803146716956109,13.897721958939028,14.39941225033161,16.149902024795082,18.227237151836913,18.884684135519333,18.834104430201073,18.775207519420295,17.750044318153563,15.587089541120875,17.748959665194587,18.80180822451033,19.160094526343038,18.992527089486114,18.090164709769333,16.325294375488127,18.243502132911207,18.346816259044623,18.086392212832276,15.766507522937351,18.411290165927646,18.71130642550435,18.557359594894518,10.301411118894235,7.25890235574244,4.738397713443568,3.7176984365934156,4.767766142692009,6.4529961266957345,7.655794007063142,8.562491140830451,9.186018776250354,8.348858655347804,7.277168322374853,5.903210405447531,3.674264620991112,1.023483469285855,2.327610057006991,5.477848800477522,8.943723122298081,16.193960496315416,17.777644386777016,18.284203544256886,18.17528752910125,17.657170816146063,17.275467639474897,17.740520210278607,17.687759937009094,16.992313767418484,15.125187073787076,12.617315860006672,10.392563073774248,8.528317645701524,6.691762014474205,5.405637409152044,5.123897264939634,4.753830764764774,4.773436080956353,4.82163827826851,13.5961277360775,14.642204459939764,14.464831032829387,13.413204429438334,13.154522616992839,13.213460616291245,12.906131405279584,13.805182797169481,13.387153778191108,12.503037138304595,12.28056335615529,12.49880307886254,3.8150689402651654,3.8518188864452125,3.825394381156528,3.5854597758524585,3.4263265132581986,2.6972898444297724,2.0320219062460922,2.5507982248104146,2.999542345228033,3.291317055046496,3.4982956809303576,3.6150829637174215,3.791434828164128,3.4101019687979988,3.20632257764311,2.8975352875877136,2.1333766839299604,2.954265057543759,3.2113479827636215,3.4464414704990998
