,video,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
0,vid,1,3,5,10,9,7,16,2,15,12,11,14,18,8,13,19,17,6,4,0,61.484657,50.970425,27.891863,30.500479,23.50147,21.328558,13.721814,12.985055,12.658395,10.292974,9.296071,9.176648,7.050009,7.8678546,8.400751,5.826464,6.262799,5.821634,5.944729,5.6265054,-234.29959,129.0647,7.7664723,33.53524,1.3674207,12.326614,-2.0254622,5.3675733,1.3425586,6.489066,6.808439,2.9210405,2.8035707,0.062527746,1.9489813,2.813964,3.6551785,-1.770494,0.4343805,-1.0733606
