,video,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
0,NAH,1,3,4,5,16,12,10,7,17,13,6,9,15,14,11,19,2,8,18,0,26.116833,18.294495,11.586071,13.586809,12.1556,10.351924,13.307043,6.683024,7.955418,5.8536673,6.1551933,9.44155,6.635377,5.955256,5.642085,5.638447,4.9455504,5.9975944,5.3176165,4.9834023,-378.6349,198.4912,-4.1931515,18.691458,17.555721,8.181879,1.497252,2.0337927,-5.5585947,-1.434858,2.2539105,-1.9000605,2.3652272,0.46497092,-2.884904,-1.3147429,4.6120434,0.9196754,-6.0804777,-4.4605713
